NO MATCH: phishing_mails/0 -> similarity=531.00, yara_score=0.00, total=531.00
NO MATCH: phishing_mails/691 -> similarity=600.00, yara_score=0.00, total=600.00
MATCH: phishing_mails/692 -> similarity=1841.00, yara_score=0.00, total=1841.00
MATCH: phishing_mails/693 -> similarity=695.00, yara_score=0.00, total=695.00
NO MATCH: phishing_mails/694 -> similarity=537.00, yara_score=0.00, total=537.00
MATCH: phishing_mails/695 -> similarity=978.00, yara_score=0.00, total=978.00
MATCH: phishing_mails/696 -> similarity=737.00, yara_score=0.00, total=737.00
NO MATCH: phishing_mails/697 -> similarity=538.00, yara_score=0.00, total=538.00
MATCH: phishing_mails/698 -> similarity=1346.00, yara_score=0.00, total=1346.00
MATCH: phishing_mails/699 -> similarity=823.00, yara_score=0.00, total=823.00
NO MATCH: phishing_mails/700 -> similarity=478.00, yara_score=0.00, total=478.00
MATCH: phishing_mails/701 -> similarity=653.00, yara_score=0.00, total=653.00
MATCH: phishing_mails/702 -> similarity=1971.00, yara_score=0.00, total=1971.00
MATCH: phishing_mails/703 -> similarity=1939.00, yara_score=0.00, total=1939.00
MATCH: phishing_mails/704 -> similarity=714.00, yara_score=0.00, total=714.00
MATCH: phishing_mails/705 -> similarity=854.00, yara_score=0.00, total=854.00
NO MATCH: phishing_mails/706 -> similarity=539.00, yara_score=0.00, total=539.00
MATCH: phishing_mails/707 -> similarity=1450.00, yara_score=0.00, total=1450.00
NO MATCH: phishing_mails/708 -> similarity=513.00, yara_score=0.00, total=513.00
MATCH: phishing_mails/709 -> similarity=928.00, yara_score=0.00, total=928.00
NO MATCH: phishing_mails/710 -> similarity=510.00, yara_score=0.00, total=510.00
MATCH: phishing_mails/711 -> similarity=3439.00, yara_score=0.00, total=3439.00
MATCH: phishing_mails/712 -> similarity=1407.00, yara_score=0.00, total=1407.00
MATCH: phishing_mails/713 -> similarity=4079.00, yara_score=0.00, total=4079.00
MATCH: phishing_mails/714 -> similarity=1833.00, yara_score=0.00, total=1833.00
NO MATCH: phishing_mails/715 -> similarity=603.00, yara_score=0.00, total=603.00
MATCH: phishing_mails/716 -> similarity=893.00, yara_score=0.00, total=893.00
NO MATCH: phishing_mails/717 -> similarity=452.00, yara_score=0.00, total=452.00
MATCH: phishing_mails/718 -> similarity=772.00, yara_score=0.00, total=772.00
MATCH: phishing_mails/719 -> similarity=1595.00, yara_score=0.00, total=1595.00
MATCH: phishing_mails/720 -> similarity=1487.00, yara_score=0.00, total=1487.00
MATCH: phishing_mails/721 -> similarity=662.00, yara_score=0.00, total=662.00
MATCH: phishing_mails/722 -> similarity=875.00, yara_score=0.00, total=875.00
MATCH: phishing_mails/723 -> similarity=942.00, yara_score=0.00, total=942.00
MATCH: phishing_mails/724 -> similarity=692.00, yara_score=0.00, total=692.00
MATCH: phishing_mails/725 -> similarity=3665.00, yara_score=0.00, total=3665.00
MATCH: phishing_mails/726 -> similarity=856.00, yara_score=0.00, total=856.00
MATCH: phishing_mails/727 -> similarity=807.00, yara_score=0.00, total=807.00
MATCH: phishing_mails/728 -> similarity=786.00, yara_score=0.00, total=786.00
MATCH: phishing_mails/729 -> similarity=1880.00, yara_score=0.00, total=1880.00
MATCH: phishing_mails/730 -> similarity=2226.00, yara_score=0.00, total=2226.00
MATCH: phishing_mails/731 -> similarity=1949.00, yara_score=0.00, total=1949.00
MATCH: phishing_mails/732 -> similarity=767.00, yara_score=0.00, total=767.00
NO MATCH: phishing_mails/733 -> similarity=592.00, yara_score=0.00, total=592.00
NO MATCH: phishing_mails/734 -> similarity=365.00, yara_score=0.00, total=365.00
NO MATCH: phishing_mails/735 -> similarity=449.00, yara_score=0.00, total=449.00
MATCH: phishing_mails/736 -> similarity=696.00, yara_score=0.00, total=696.00
NO MATCH: phishing_mails/737 -> similarity=402.00, yara_score=0.00, total=402.00
MATCH: phishing_mails/738 -> similarity=849.00, yara_score=0.00, total=849.00
MATCH: phishing_mails/739 -> similarity=706.00, yara_score=0.00, total=706.00
NO MATCH: phishing_mails/740 -> similarity=461.00, yara_score=0.00, total=461.00
MATCH: phishing_mails/741 -> similarity=722.00, yara_score=0.00, total=722.00
NO MATCH: phishing_mails/742 -> similarity=412.00, yara_score=0.00, total=412.00
MATCH: phishing_mails/743 -> similarity=849.00, yara_score=0.00, total=849.00
NO MATCH: phishing_mails/744 -> similarity=475.00, yara_score=0.00, total=475.00
MATCH: phishing_mails/745 -> similarity=622.00, yara_score=0.00, total=622.00
MATCH: phishing_mails/746 -> similarity=1438.00, yara_score=0.00, total=1438.00
MATCH: phishing_mails/747 -> similarity=691.00, yara_score=0.00, total=691.00
MATCH: phishing_mails/748 -> similarity=1008.00, yara_score=0.00, total=1008.00
NO MATCH: phishing_mails/749 -> similarity=476.00, yara_score=0.00, total=476.00
MATCH: phishing_mails/750 -> similarity=1703.00, yara_score=0.00, total=1703.00
MATCH: phishing_mails/751 -> similarity=874.00, yara_score=0.00, total=874.00
MATCH: phishing_mails/752 -> similarity=732.00, yara_score=0.00, total=732.00
MATCH: phishing_mails/753 -> similarity=1208.00, yara_score=0.00, total=1208.00
NO MATCH: phishing_mails/754 -> similarity=286.00, yara_score=0.00, total=286.00
NO MATCH: phishing_mails/755 -> similarity=562.00, yara_score=0.00, total=562.00
MATCH: phishing_mails/756 -> similarity=1086.00, yara_score=0.00, total=1086.00
NO MATCH: phishing_mails/757 -> similarity=603.00, yara_score=0.00, total=603.00
MATCH: phishing_mails/758 -> similarity=5480.00, yara_score=0.00, total=5480.00
MATCH: phishing_mails/759 -> similarity=1233.00, yara_score=0.00, total=1233.00
MATCH: phishing_mails/760 -> similarity=817.00, yara_score=0.00, total=817.00
MATCH: phishing_mails/761 -> similarity=928.00, yara_score=0.00, total=928.00
MATCH: phishing_mails/762 -> similarity=1077.00, yara_score=0.00, total=1077.00
NO MATCH: phishing_mails/763 -> similarity=481.00, yara_score=0.00, total=481.00
MATCH: phishing_mails/764 -> similarity=969.00, yara_score=0.00, total=969.00
MATCH: phishing_mails/765 -> similarity=2020.00, yara_score=0.00, total=2020.00
MATCH: phishing_mails/766 -> similarity=665.00, yara_score=0.00, total=665.00
MATCH: phishing_mails/767 -> similarity=940.00, yara_score=0.00, total=940.00
NO MATCH: phishing_mails/768 -> similarity=602.00, yara_score=0.00, total=602.00
MATCH: phishing_mails/769 -> similarity=1447.00, yara_score=0.00, total=1447.00
NO MATCH: phishing_mails/770 -> similarity=483.00, yara_score=0.00, total=483.00
MATCH: phishing_mails/771 -> similarity=794.00, yara_score=0.00, total=794.00
MATCH: phishing_mails/772 -> similarity=625.00, yara_score=0.00, total=625.00
MATCH: phishing_mails/773 -> similarity=4095.00, yara_score=0.00, total=4095.00
NO MATCH: phishing_mails/774 -> similarity=529.00, yara_score=0.00, total=529.00
MATCH: phishing_mails/775 -> similarity=1359.00, yara_score=0.00, total=1359.00
NO MATCH: phishing_mails/776 -> similarity=557.00, yara_score=0.00, total=557.00
MATCH: phishing_mails/777 -> similarity=1432.00, yara_score=0.00, total=1432.00
MATCH: phishing_mails/778 -> similarity=771.00, yara_score=0.00, total=771.00
NO MATCH: phishing_mails/779 -> similarity=550.00, yara_score=0.00, total=550.00
MATCH: phishing_mails/780 -> similarity=2806.00, yara_score=0.00, total=2806.00
MATCH: phishing_mails/781 -> similarity=2000.00, yara_score=0.00, total=2000.00
MATCH: phishing_mails/782 -> similarity=930.00, yara_score=0.00, total=930.00
MATCH: phishing_mails/783 -> similarity=1883.00, yara_score=0.00, total=1883.00
MATCH: phishing_mails/784 -> similarity=1039.00, yara_score=0.00, total=1039.00
NO MATCH: phishing_mails/785 -> similarity=557.00, yara_score=0.00, total=557.00
NO MATCH: phishing_mails/786 -> similarity=558.00, yara_score=0.00, total=558.00
NO MATCH: phishing_mails/787 -> similarity=480.00, yara_score=0.00, total=480.00
NO MATCH: phishing_mails/788 -> similarity=453.00, yara_score=0.00, total=453.00
MATCH: phishing_mails/789 -> similarity=1052.00, yara_score=0.00, total=1052.00
MATCH: phishing_mails/790 -> similarity=52374.01, yara_score=0.00, total=52374.01
MATCH: phishing_mails/791 -> similarity=1512.00, yara_score=0.00, total=1512.00
MATCH: phishing_mails/792 -> similarity=1916.00, yara_score=0.00, total=1916.00
MATCH: phishing_mails/793 -> similarity=1336.00, yara_score=0.00, total=1336.00
NO MATCH: phishing_mails/794 -> similarity=471.00, yara_score=0.00, total=471.00
MATCH: phishing_mails/795 -> similarity=998.00, yara_score=0.00, total=998.00
MATCH: phishing_mails/796 -> similarity=906.00, yara_score=0.00, total=906.00
NO MATCH: phishing_mails/797 -> similarity=524.00, yara_score=0.00, total=524.00
MATCH: phishing_mails/798 -> similarity=1245.00, yara_score=0.00, total=1245.00
NO MATCH: phishing_mails/799 -> similarity=375.00, yara_score=0.00, total=375.00
MATCH: phishing_mails/800 -> similarity=1176.00, yara_score=0.00, total=1176.00
MATCH: phishing_mails/801 -> similarity=844.00, yara_score=0.00, total=844.00
MATCH: phishing_mails/802 -> similarity=1679.00, yara_score=0.00, total=1679.00
NO MATCH: phishing_mails/803 -> similarity=479.00, yara_score=0.00, total=479.00
MATCH: phishing_mails/804 -> similarity=911.00, yara_score=0.00, total=911.00
NO MATCH: phishing_mails/805 -> similarity=492.00, yara_score=0.00, total=492.00
NO MATCH: phishing_mails/806 -> similarity=426.00, yara_score=0.00, total=426.00
MATCH: phishing_mails/807 -> similarity=916.00, yara_score=0.00, total=916.00
NO MATCH: phishing_mails/808 -> similarity=487.00, yara_score=0.00, total=487.00
MATCH: phishing_mails/809 -> similarity=1564.00, yara_score=0.00, total=1564.00
NO MATCH: phishing_mails/810 -> similarity=611.00, yara_score=0.00, total=611.00
MATCH: phishing_mails/811 -> similarity=877.00, yara_score=0.00, total=877.00
MATCH: phishing_mails/812 -> similarity=1869.00, yara_score=0.00, total=1869.00
MATCH: phishing_mails/813 -> similarity=1434.00, yara_score=0.00, total=1434.00
MATCH: phishing_mails/814 -> similarity=1229.00, yara_score=0.00, total=1229.00
NO MATCH: phishing_mails/815 -> similarity=542.00, yara_score=0.00, total=542.00
MATCH: phishing_mails/816 -> similarity=677.00, yara_score=0.00, total=677.00
NO MATCH: phishing_mails/817 -> similarity=593.00, yara_score=0.00, total=593.00
NO MATCH: phishing_mails/818 -> similarity=558.00, yara_score=0.00, total=558.00
MATCH: phishing_mails/819 -> similarity=11897.00, yara_score=0.00, total=11897.00
MATCH: phishing_mails/820 -> similarity=1015.00, yara_score=0.00, total=1015.00
MATCH: phishing_mails/821 -> similarity=1892.00, yara_score=0.00, total=1892.00
NO MATCH: regular_mails/0 -> similarity=243.00, yara_score=0.00, total=243.00
NO MATCH: regular_mails/1 -> similarity=210.00, yara_score=0.00, total=210.00
MATCH: regular_mails/2 -> similarity=1737.00, yara_score=0.00, total=1737.00
NO MATCH: regular_mails/3 -> similarity=234.00, yara_score=0.00, total=234.00
MATCH: regular_mails/4 -> similarity=2318.00, yara_score=0.00, total=2318.00
NO MATCH: regular_mails/5 -> similarity=217.00, yara_score=0.00, total=217.00
NO MATCH: regular_mails/6 -> similarity=512.00, yara_score=0.00, total=512.00
NO MATCH: regular_mails/7 -> similarity=223.00, yara_score=0.00, total=223.00
NO MATCH: regular_mails/8 -> similarity=218.00, yara_score=0.00, total=218.00
NO MATCH: regular_mails/9 -> similarity=206.00, yara_score=0.00, total=206.00
NO MATCH: regular_mails/10 -> similarity=232.00, yara_score=0.00, total=232.00
NO MATCH: regular_mails/11 -> similarity=256.00, yara_score=0.00, total=256.00
NO MATCH: regular_mails/12 -> similarity=246.00, yara_score=0.00, total=246.00
MATCH: regular_mails/13 -> similarity=1953.00, yara_score=0.00, total=1953.00
NO MATCH: regular_mails/14 -> similarity=362.00, yara_score=0.00, total=362.00
NO MATCH: regular_mails/15 -> similarity=301.00, yara_score=0.00, total=301.00
NO MATCH: regular_mails/16 -> similarity=422.00, yara_score=0.00, total=422.00
NO MATCH: regular_mails/17 -> similarity=269.00, yara_score=0.00, total=269.00
NO MATCH: regular_mails/18 -> similarity=187.00, yara_score=0.00, total=187.00
NO MATCH: regular_mails/19 -> similarity=260.00, yara_score=0.00, total=260.00
NO MATCH: regular_mails/20 -> similarity=356.00, yara_score=0.00, total=356.00
NO MATCH: regular_mails/21 -> similarity=193.00, yara_score=0.00, total=193.00
MATCH: regular_mails/22 -> similarity=766.00, yara_score=0.00, total=766.00
NO MATCH: regular_mails/23 -> similarity=377.00, yara_score=0.00, total=377.00
NO MATCH: regular_mails/24 -> similarity=551.00, yara_score=0.00, total=551.00
NO MATCH: regular_mails/25 -> similarity=335.00, yara_score=0.00, total=335.00
NO MATCH: regular_mails/26 -> similarity=218.00, yara_score=0.00, total=218.00
MATCH: regular_mails/27 -> similarity=2409.00, yara_score=0.00, total=2409.00
NO MATCH: regular_mails/28 -> similarity=537.00, yara_score=0.00, total=537.00
NO MATCH: regular_mails/29 -> similarity=89.00, yara_score=0.00, total=89.00
NO MATCH: regular_mails/30 -> similarity=241.00, yara_score=0.00, total=241.00
MATCH: regular_mails/31 -> similarity=1596.00, yara_score=0.00, total=1596.00
NO MATCH: regular_mails/32 -> similarity=346.00, yara_score=0.00, total=346.00
NO MATCH: regular_mails/33 -> similarity=198.00, yara_score=0.00, total=198.00
NO MATCH: regular_mails/34 -> similarity=406.00, yara_score=0.00, total=406.00
NO MATCH: regular_mails/35 -> similarity=463.00, yara_score=0.00, total=463.00
NO MATCH: regular_mails/36 -> similarity=387.00, yara_score=0.00, total=387.00
NO MATCH: regular_mails/37 -> similarity=185.00, yara_score=0.00, total=185.00
NO MATCH: regular_mails/38 -> similarity=407.00, yara_score=0.00, total=407.00
MATCH: regular_mails/39 -> similarity=1811.00, yara_score=0.00, total=1811.00
NO MATCH: regular_mails/40 -> similarity=252.00, yara_score=0.00, total=252.00
NO MATCH: regular_mails/41 -> similarity=330.00, yara_score=0.00, total=330.00
NO MATCH: regular_mails/42 -> similarity=494.00, yara_score=0.00, total=494.00
NO MATCH: regular_mails/43 -> similarity=153.00, yara_score=0.00, total=153.00
NO MATCH: regular_mails/44 -> similarity=604.00, yara_score=0.00, total=604.00
NO MATCH: regular_mails/45 -> similarity=342.00, yara_score=0.00, total=342.00
NO MATCH: regular_mails/46 -> similarity=216.00, yara_score=0.00, total=216.00
MATCH: regular_mails/47 -> similarity=1104.00, yara_score=0.00, total=1104.00
NO MATCH: regular_mails/48 -> similarity=261.00, yara_score=0.00, total=261.00
NO MATCH: regular_mails/49 -> similarity=292.00, yara_score=0.00, total=292.00
NO MATCH: regular_mails/50 -> similarity=462.00, yara_score=0.00, total=462.00
NO MATCH: regular_mails/51 -> similarity=171.00, yara_score=0.00, total=171.00
MATCH: regular_mails/52 -> similarity=1967.00, yara_score=0.00, total=1967.00
NO MATCH: regular_mails/53 -> similarity=252.00, yara_score=0.00, total=252.00
MATCH: regular_mails/54 -> similarity=1997.00, yara_score=0.00, total=1997.00
NO MATCH: regular_mails/55 -> similarity=292.00, yara_score=0.00, total=292.00
MATCH: regular_mails/56 -> similarity=991.00, yara_score=0.00, total=991.00
NO MATCH: regular_mails/57 -> similarity=240.00, yara_score=0.00, total=240.00
MATCH: regular_mails/58 -> similarity=3982.00, yara_score=0.00, total=3982.00
NO MATCH: regular_mails/59 -> similarity=195.00, yara_score=0.00, total=195.00
MATCH: regular_mails/60 -> similarity=1778.00, yara_score=0.00, total=1778.00
MATCH: regular_mails/61 -> similarity=1070.00, yara_score=0.00, total=1070.00
MATCH: regular_mails/62 -> similarity=1662.00, yara_score=0.00, total=1662.00
NO MATCH: regular_mails/63 -> similarity=252.00, yara_score=0.00, total=252.00
NO MATCH: regular_mails/64 -> similarity=245.00, yara_score=0.00, total=245.00
MATCH: regular_mails/65 -> similarity=751.00, yara_score=0.00, total=751.00
NO MATCH: regular_mails/66 -> similarity=201.00, yara_score=0.00, total=201.00
MATCH: regular_mails/67 -> similarity=1986.00, yara_score=0.00, total=1986.00
NO MATCH: regular_mails/68 -> similarity=253.00, yara_score=0.00, total=253.00
NO MATCH: regular_mails/69 -> similarity=253.00, yara_score=0.00, total=253.00
MATCH: regular_mails/70 -> similarity=17205.00, yara_score=0.00, total=17205.00
NO MATCH: regular_mails/71 -> similarity=322.00, yara_score=0.00, total=322.00
NO MATCH: regular_mails/72 -> similarity=501.00, yara_score=0.00, total=501.00
NO MATCH: regular_mails/73 -> similarity=262.00, yara_score=0.00, total=262.00
MATCH: regular_mails/74 -> similarity=1040.00, yara_score=0.00, total=1040.00
NO MATCH: regular_mails/75 -> similarity=468.00, yara_score=0.00, total=468.00
MATCH: regular_mails/76 -> similarity=2036.00, yara_score=0.00, total=2036.00
MATCH: regular_mails/77 -> similarity=4444.00, yara_score=0.00, total=4444.00
NO MATCH: regular_mails/78 -> similarity=207.00, yara_score=0.00, total=207.00
NO MATCH: regular_mails/79 -> similarity=379.00, yara_score=0.00, total=379.00
NO MATCH: regular_mails/80 -> similarity=182.00, yara_score=0.00, total=182.00
MATCH: regular_mails/81 -> similarity=1216.00, yara_score=0.00, total=1216.00
MATCH: regular_mails/82 -> similarity=1877.00, yara_score=0.00, total=1877.00
NO MATCH: regular_mails/83 -> similarity=312.00, yara_score=0.00, total=312.00
NO MATCH: regular_mails/84 -> similarity=92.00, yara_score=0.00, total=92.00
NO MATCH: regular_mails/85 -> similarity=536.00, yara_score=0.00, total=536.00
NO MATCH: regular_mails/86 -> similarity=367.00, yara_score=0.00, total=367.00
MATCH: regular_mails/87 -> similarity=1054.00, yara_score=0.00, total=1054.00
MATCH: regular_mails/88 -> similarity=627.00, yara_score=0.00, total=627.00
MATCH: regular_mails/89 -> similarity=1298.00, yara_score=0.00, total=1298.00
NO MATCH: regular_mails/90 -> similarity=390.00, yara_score=0.00, total=390.00
NO MATCH: regular_mails/91 -> similarity=246.00, yara_score=0.00, total=246.00
NO MATCH: regular_mails/92 -> similarity=303.00, yara_score=0.00, total=303.00
NO MATCH: regular_mails/93 -> similarity=235.00, yara_score=0.00, total=235.00
NO MATCH: regular_mails/94 -> similarity=344.00, yara_score=0.00, total=344.00
NO MATCH: regular_mails/95 -> similarity=156.00, yara_score=0.00, total=156.00
NO MATCH: regular_mails/96 -> similarity=173.00, yara_score=0.00, total=173.00
NO MATCH: regular_mails/97 -> similarity=247.00, yara_score=0.00, total=247.00
NO MATCH: regular_mails/98 -> similarity=330.00, yara_score=0.00, total=330.00
NO MATCH: regular_mails/99 -> similarity=350.00, yara_score=0.00, total=350.00
NO MATCH: regular_mails/100 -> similarity=293.00, yara_score=0.00, total=293.00
NO MATCH: regular_mails/101 -> similarity=211.00, yara_score=0.00, total=211.00
MATCH: regular_mails/102 -> similarity=951.00, yara_score=0.00, total=951.00
NO MATCH: regular_mails/103 -> similarity=249.00, yara_score=0.00, total=249.00
NO MATCH: regular_mails/104 -> similarity=329.00, yara_score=0.00, total=329.00
NO MATCH: regular_mails/105 -> similarity=272.00, yara_score=0.00, total=272.00
MATCH: regular_mails/106 -> similarity=1768.00, yara_score=0.00, total=1768.00
NO MATCH: regular_mails/107 -> similarity=241.00, yara_score=0.00, total=241.00
NO MATCH: regular_mails/108 -> similarity=90.00, yara_score=0.00, total=90.00
NO MATCH: regular_mails/109 -> similarity=287.00, yara_score=0.00, total=287.00
NO MATCH: regular_mails/110 -> similarity=263.00, yara_score=0.00, total=263.00
NO MATCH: regular_mails/111 -> similarity=343.00, yara_score=0.00, total=343.00
NO MATCH: regular_mails/112 -> similarity=267.00, yara_score=0.00, total=267.00
NO MATCH: regular_mails/113 -> similarity=362.00, yara_score=0.00, total=362.00
MATCH: regular_mails/114 -> similarity=1938.00, yara_score=0.00, total=1938.00
MATCH: regular_mails/115 -> similarity=933.00, yara_score=0.00, total=933.00
NO MATCH: regular_mails/116 -> similarity=389.00, yara_score=0.00, total=389.00
MATCH: regular_mails/117 -> similarity=619.00, yara_score=0.00, total=619.00
NO MATCH: regular_mails/118 -> similarity=274.00, yara_score=0.00, total=274.00
NO MATCH: regular_mails/119 -> similarity=503.00, yara_score=0.00, total=503.00
NO MATCH: regular_mails/120 -> similarity=311.00, yara_score=0.00, total=311.00
NO MATCH: regular_mails/121 -> similarity=261.00, yara_score=0.00, total=261.00
NO MATCH: regular_mails/122 -> similarity=312.00, yara_score=0.00, total=312.00
MATCH: regular_mails/123 -> similarity=1441.00, yara_score=0.00, total=1441.00
NO MATCH: regular_mails/124 -> similarity=194.00, yara_score=0.00, total=194.00
MATCH: regular_mails/125 -> similarity=1937.00, yara_score=0.00, total=1937.00
NO MATCH: regular_mails/126 -> similarity=167.00, yara_score=0.00, total=167.00
MATCH: regular_mails/127 -> similarity=651.00, yara_score=0.00, total=651.00
NO MATCH: regular_mails/128 -> similarity=193.00, yara_score=0.00, total=193.00
NO MATCH: regular_mails/129 -> similarity=282.00, yara_score=0.00, total=282.00
NO MATCH: regular_mails/130 -> similarity=235.00, yara_score=0.00, total=235.00
NO MATCH: regular_mails/131 -> similarity=305.00, yara_score=0.00, total=305.00
NO MATCH: regular_mails/132 -> similarity=228.00, yara_score=0.00, total=228.00
NO MATCH: regular_mails/133 -> similarity=282.00, yara_score=0.00, total=282.00
NO MATCH: regular_mails/134 -> similarity=329.00, yara_score=0.00, total=329.00
NO MATCH: regular_mails/135 -> similarity=299.00, yara_score=0.00, total=299.00
MATCH: regular_mails/136 -> similarity=1128.00, yara_score=0.00, total=1128.00
NO MATCH: regular_mails/137 -> similarity=201.00, yara_score=0.00, total=201.00
NO MATCH: regular_mails/138 -> similarity=163.00, yara_score=0.00, total=163.00
NO MATCH: regular_mails/139 -> similarity=605.00, yara_score=0.00, total=605.00
NO MATCH: regular_mails/140 -> similarity=369.00, yara_score=0.00, total=369.00
NO MATCH: regular_mails/141 -> similarity=555.00, yara_score=0.00, total=555.00
MATCH: regular_mails/142 -> similarity=891.00, yara_score=0.00, total=891.00
NO MATCH: regular_mails/143 -> similarity=202.00, yara_score=0.00, total=202.00
NO MATCH: regular_mails/144 -> similarity=359.00, yara_score=0.00, total=359.00
NO MATCH: regular_mails/145 -> similarity=284.00, yara_score=0.00, total=284.00
MATCH: regular_mails/146 -> similarity=1563.00, yara_score=0.00, total=1563.00
NO MATCH: regular_mails/147 -> similarity=239.00, yara_score=0.00, total=239.00
NO MATCH: regular_mails/148 -> similarity=246.00, yara_score=0.00, total=246.00
NO MATCH: regular_mails/149 -> similarity=199.00, yara_score=0.00, total=199.00
NO MATCH: regular_mails/150 -> similarity=367.00, yara_score=0.00, total=367.00
NO MATCH: regular_mails/151 -> similarity=263.00, yara_score=0.00, total=263.00
NO MATCH: regular_mails/152 -> similarity=336.00, yara_score=0.00, total=336.00
MATCH: regular_mails/153 -> similarity=2024.00, yara_score=0.00, total=2024.00
MATCH: regular_mails/154 -> similarity=1053.00, yara_score=0.00, total=1053.00
NO MATCH: regular_mails/155 -> similarity=329.00, yara_score=0.00, total=329.00
NO MATCH: regular_mails/156 -> similarity=275.00, yara_score=0.00, total=275.00
NO MATCH: regular_mails/157 -> similarity=275.00, yara_score=0.00, total=275.00
MATCH: regular_mails/158 -> similarity=1866.00, yara_score=0.00, total=1866.00
NO MATCH: regular_mails/159 -> similarity=331.00, yara_score=0.00, total=331.00
NO MATCH: regular_mails/160 -> similarity=479.00, yara_score=0.00, total=479.00
NO MATCH: regular_mails/161 -> similarity=211.00, yara_score=0.00, total=211.00
NO MATCH: regular_mails/162 -> similarity=459.00, yara_score=0.00, total=459.00
NO MATCH: regular_mails/163 -> similarity=275.00, yara_score=0.00, total=275.00
NO MATCH: regular_mails/164 -> similarity=270.00, yara_score=0.00, total=270.00
MATCH: regular_mails/165 -> similarity=1764.00, yara_score=0.00, total=1764.00
NO MATCH: regular_mails/166 -> similarity=288.00, yara_score=0.00, total=288.00
NO MATCH: regular_mails/167 -> similarity=275.00, yara_score=0.00, total=275.00
NO MATCH: regular_mails/168 -> similarity=227.00, yara_score=0.00, total=227.00
NO MATCH: regular_mails/169 -> similarity=173.00, yara_score=0.00, total=173.00
MATCH: regular_mails/170 -> similarity=1996.00, yara_score=0.00, total=1996.00
NO MATCH: regular_mails/171 -> similarity=228.00, yara_score=0.00, total=228.00
NO MATCH: regular_mails/172 -> similarity=168.00, yara_score=0.00, total=168.00
NO MATCH: regular_mails/173 -> similarity=241.00, yara_score=0.00, total=241.00
NO MATCH: regular_mails/174 -> similarity=237.00, yara_score=0.00, total=237.00
NO MATCH: regular_mails/175 -> similarity=188.00, yara_score=0.00, total=188.00
NO MATCH: regular_mails/176 -> similarity=88.00, yara_score=0.00, total=88.00
NO MATCH: regular_mails/177 -> similarity=283.00, yara_score=0.00, total=283.00
NO MATCH: regular_mails/178 -> similarity=63.00, yara_score=0.00, total=63.00
NO MATCH: regular_mails/179 -> similarity=374.00, yara_score=0.00, total=374.00
NO MATCH: regular_mails/180 -> similarity=237.00, yara_score=0.00, total=237.00
NO MATCH: regular_mails/181 -> similarity=186.00, yara_score=0.00, total=186.00
NO MATCH: regular_mails/182 -> similarity=229.00, yara_score=0.00, total=229.00
NO MATCH: regular_mails/183 -> similarity=461.00, yara_score=0.00, total=461.00
MATCH: regular_mails/184 -> similarity=1984.00, yara_score=0.00, total=1984.00
NO MATCH: regular_mails/185 -> similarity=387.00, yara_score=0.00, total=387.00
NO MATCH: regular_mails/186 -> similarity=445.00, yara_score=0.00, total=445.00
MATCH: regular_mails/187 -> similarity=807.00, yara_score=0.00, total=807.00
NO MATCH: regular_mails/188 -> similarity=395.00, yara_score=0.00, total=395.00
NO MATCH: regular_mails/189 -> similarity=309.00, yara_score=0.00, total=309.00
MATCH: regular_mails/190 -> similarity=1770.00, yara_score=0.00, total=1770.00
NO MATCH: regular_mails/191 -> similarity=400.00, yara_score=0.00, total=400.00
MATCH: regular_mails/192 -> similarity=768.00, yara_score=0.00, total=768.00
MATCH: regular_mails/193 -> similarity=651.00, yara_score=0.00, total=651.00
NO MATCH: regular_mails/194 -> similarity=273.00, yara_score=0.00, total=273.00
NO MATCH: regular_mails/195 -> similarity=207.00, yara_score=0.00, total=207.00
NO MATCH: regular_mails/196 -> similarity=217.00, yara_score=0.00, total=217.00
NO MATCH: regular_mails/197 -> similarity=235.00, yara_score=0.00, total=235.00
NO MATCH: regular_mails/198 -> similarity=515.00, yara_score=0.00, total=515.00
NO MATCH: regular_mails/199 -> similarity=259.00, yara_score=0.00, total=259.00
NO MATCH: regular_mails/200 -> similarity=351.00, yara_score=0.00, total=351.00
MATCH: regular_mails/201 -> similarity=615.00, yara_score=0.00, total=615.00
MATCH: regular_mails/202 -> similarity=1584.00, yara_score=0.00, total=1584.00
MATCH: regular_mails/203 -> similarity=1191.00, yara_score=0.00, total=1191.00
MATCH: regular_mails/204 -> similarity=1962.00, yara_score=0.00, total=1962.00
MATCH: regular_mails/205 -> similarity=1473.00, yara_score=0.00, total=1473.00
MATCH: regular_mails/206 -> similarity=1567.00, yara_score=0.00, total=1567.00
NO MATCH: regular_mails/207 -> similarity=331.00, yara_score=0.00, total=331.00
NO MATCH: regular_mails/208 -> similarity=193.00, yara_score=0.00, total=193.00
NO MATCH: regular_mails/209 -> similarity=259.00, yara_score=0.00, total=259.00
NO MATCH: regular_mails/210 -> similarity=254.00, yara_score=0.00, total=254.00
NO MATCH: regular_mails/211 -> similarity=207.00, yara_score=0.00, total=207.00
NO MATCH: regular_mails/212 -> similarity=203.00, yara_score=0.00, total=203.00
NO MATCH: regular_mails/213 -> similarity=366.00, yara_score=0.00, total=366.00
NO MATCH: regular_mails/214 -> similarity=275.00, yara_score=0.00, total=275.00
NO MATCH: regular_mails/215 -> similarity=259.00, yara_score=0.00, total=259.00
NO MATCH: regular_mails/216 -> similarity=524.00, yara_score=0.00, total=524.00
